facility_id,facility_name,industry,latitude,longitude,total_release_kg,n_chemicals,toxicity_weighted_exposure,proximity_multiplier,max_chemical_toxicity,carcinogen_count,heavy_metal_kg,chemical_details,log_release,log_toxicity_exposure,log_chems,log_heavy_metals,industry_norm_release,base_risk,risk_score,anomaly,anomaly_confidence
195,Vintage Hardwood Flooring,Hardwood Veneer & Plywood Mills,43.6152,-79.5287,5402.0,5,1409.304,1.0,70.0,0,0.0,"[{""name"": ""Manganese and its compounds"", ""amount_kg"": 0.0, ""toxicity_score"": 52.0}, {""name"": ""Volatile Organic Compounds (VOCs) Total"", ""amount_kg"": 2113.0, ""toxicity_score"": 58.0}, {""name"": ""Chromium, Hexavalent and its compounds"", ""amount_kg"": 0.0, ""toxicity_score"": 52.0}, {""name"": ""Particulate Matter 2.5 (PM2.5)"", ""amount_kg"": 3060.0, ""toxicity_score"": 70.0}, {""name"": ""Nitrogen Oxides (NOx)"", ""amount_kg"": 229.0, ""toxicity_score"": 68.0}]",8.594709633844065,7.251560562970142,1.791759469228055,0.0,,0.4377944934970146,47.82,False,0.0
202,University Of Toronto Central Steam Plant,Universities,43.6602,-79.3979,55804.0,3,15120.784000000003,1.5733166309825486,70.0,0,0.0,"[{""name"": ""Nitrogen Oxides (NOx)"", ""amount_kg"": 53712.0, ""toxicity_score"": 68.0}, {""name"": ""Particulate Matter 2.5 (PM2.5)"", ""amount_kg"": 537.0, ""toxicity_score"": 70.0}, {""name"": ""Volatile Organic Compounds (VOCs) Total"", ""amount_kg"": 1555.0, ""toxicity_score"": 58.0}]",10.929618750089816,9.62389163219131,1.3862943611198906,0.0,1.617536580244165,0.6758271014081254,66.63,False,25.0
211,Michael GORDON,Cold-Rolled Steel Shape Mfg.,43.7648,-79.5616,2.0,2,0.508,1.0072336978666674,75.0,0,0.0,"[{""name"": ""Manganese and its compounds"", ""amount_kg"": 1.0, ""toxicity_score"": 52.0}, {""name"": ""Nickel and its compounds"", ""amount_kg"": 1.0, ""toxicity_score"": 75.0}]",1.0986122886681098,0.4107842695857643,1.0986122886681098,0.0,0.2190348134497561,-0.2496158148782225,27.1,False,0.0
216,Club Coffee LP,Coffee & Tea Mfg.,43.7381,-79.6096,5475.0,3,1445.48,1.0,70.0,0,0.0,"[{""name"": ""Particulate Matter 2.5 (PM2.5)"", ""amount_kg"": 1340.0, ""toxicity_score"": 70.0}, {""name"": ""Volatile Organic Compounds (VOCs) Total"", ""amount_kg"": 1361.0, ""toxicity_score"": 58.0}, {""name"": ""Nitrogen Oxides (NOx)"", ""amount_kg"": 2774.0, ""toxicity_score"": 68.0}]",8.60813018640834,7.276888297842898,1.3862943611198906,0.0,1.0184699167765974,0.4399433746779368,47.89,False,0.0
218,Digital Specialty Chemicals Limited,All Other Misc. Chemical Product Mfg.,43.7648,-79.1696,0.0,0,0.0,1.1467825472482285,30.0,0,0.0,"[{""name"": NaN, ""amount_kg"": 0.0, ""toxicity_score"": 30.0}]",0.0,0.0,0.0,0.0,-1.077036767983822,-0.5395096058464582,16.05,False,0.0
222,ABC Climate Control Systems Inc,All Other Plastic Product Mfg.,43.7084,-79.5744,1270.0,2,350.56000000000006,1.0,70.0,0,0.0,"[{""name"": ""Nitrogen Oxides (NOx)"", ""amount_kg"": 630.0, ""toxicity_score"": 68.0}, {""name"": ""Particulate Matter 2.5 (PM2.5)"", ""amount_kg"": 640.0, ""toxicity_score"": 70.0}]",7.147559271189454,5.862380393696444,1.0986122886681098,0.0,0.2847359817231152,0.2956841593428421,43.55,False,0.0
223,Salflex Polymers,Custom Compounding of Purchased Resins,43.716,-79.5307,2999.0,2,837.6879999999999,1.0,70.0,0,0.0,"[{""name"": ""Nitrogen Oxides (NOx)"", ""amount_kg"": 254.0, ""toxicity_score"": 68.0}, {""name"": ""Particulate Matter 2.5 (PM2.5)"", ""amount_kg"": 2745.0, ""toxicity_score"": 70.0}]",8.006367567650246,6.731838766030609,1.0986122886681098,0.0,,0.3830275362617736,46.18,False,0.0
225,Henry Company Canada Inc Scarborough,All Other Misc. Chemical Product Mfg.,43.7621,-79.1664,3213.0,6,869.0240000000001,1.123306839532462,95.0,2,0.0,"[{""name"": ""Nitrogen Oxides (NOx)"", ""amount_kg"": 371.0, ""toxicity_score"": 68.0}, {""name"": ""Volatile Organic Compounds (VOCs) Total"", ""amount_kg"": 576.0, ""toxicity_score"": 58.0}, {""name"": ""Manganese and its compounds"", ""amount_kg"": 0.0, ""toxicity_score"": 52.0}, {""name"": ""Cadmium and its compounds"", ""amount_kg"": 0.0, ""toxicity_score"": 87.0}, {""name"": ""Lead and its compounds"", ""amount_kg"": 0.0, ""toxicity_score"": 95.0}, {""name"": ""Particulate Matter 2.5 (PM2.5)"", ""amount_kg"": 2266.0, ""toxicity_score"": 70.0}]",8.075271546297458,6.768520797475034,1.9459101490553132,0.0,0.7751103015840046,0.5128266500056371,54.58,False,25.0
228,"Everform Moulded Products, a Division of VPC Group Inc.",Office Furniture (except Wood) Mfg.,43.7214,-79.3111,11547.0,1,2678.904,1.0,58.0,0,0.0,"[{""name"": ""Volatile Organic Compounds (VOCs) Total"", ""amount_kg"": 11547.0, ""toxicity_score"": 58.0}]",9.354267540782825,7.893536251967796,0.6931471805599453,0.0,0.9599390815241664,0.4465634795055903,48.09,False,0.0
229,Beechgrove Country Foods,All Other Misc. Animal Production,43.7657,-79.1579,0.0,0,0.0,1.1149345929065,30.0,0,0.0,"[{""name"": NaN, ""amount_kg"": 0.0, ""toxicity_score"": 30.0}]",0.0,0.0,0.0,0.0,,-0.5395096058464582,16.57,False,0.0
232,Lifelabs,Medical & Diagnostic Laboratories,43.6782,-79.5858,27.0,2,6.4,1.0,92.0,1,0.0,"[{""name"": ""Formaldehyde"", ""amount_kg"": 1.0, ""toxicity_score"": 92.0}, {""name"": ""Volatile Organic Compounds (VOCs) Total"", ""amount_kg"": 26.0, ""toxicity_score"": 58.0}]",3.332204510175204,2.0014800002101243,1.0986122886681098,0.0,-0.0760536498170044,0.0177692411586041,35.19,False,0.0
233,Jacobs & Thompson Inc.,Urethane & Miscellaneous Foam Product Mfg.,43.7616,-79.5451,20000.0,1,4640.0,1.0849587118158963,58.0,0,0.0,"[{""name"": ""Volatile Organic Compounds (VOCs) Total"", ""amount_kg"": 20000.0, ""toxicity_score"": 58.0}]",9.90353755128617,8.442685139241176,0.6931471805599453,0.0,0.3657146605268947,0.5019629704841804,51.04,False,0.0
235,BASF Canada,Resin & Synthetic Rubber Mfg.,43.6912,-79.5962,6848.0,1,1588.736,1.0,58.0,0,0.0,"[{""name"": ""Volatile Organic Compounds (VOCs) Total"", ""amount_kg"": 6848.0, ""toxicity_score"": 58.0}]",8.831857935197906,7.371323243692637,0.6931471805599453,0.0,-0.7071067808318466,0.3938785698996914,46.5,False,0.0
238,Eco II Manufacturing Inc,Plastics Bag Manufacturing,43.8208,-79.2602,0.0,0,0.0,1.0,30.0,0,0.0,"[{""name"": NaN, ""amount_kg"": 0.0, ""toxicity_score"": 30.0}]",0.0,0.0,0.0,0.0,-1.0456126631175002,-0.5395096058464582,18.43,False,25.0
240,Colour Innovations Print Inc,Other Printing,43.7655,-79.5302,5752.0,1,1334.464,1.1689391042989985,58.0,0,0.0,"[{""name"": ""Volatile Organic Compounds (VOCs) Total"", ""amount_kg"": 5752.0, ""toxicity_score"": 58.0}]",8.657476736863293,7.197034075990509,0.6931471805599453,0.0,1.3604927696414435,0.3762940223613288,47.89,False,25.0
246,The Printing House Limited Branch 057,Other Printing,43.6466,-79.3962,0.0,0,0.0,1.3403160855087068,30.0,0,0.0,"[{""name"": NaN, ""amount_kg"": 0.0, ""toxicity_score"": 30.0}]",0.0,0.0,0.0,0.0,-0.9040913639861456,-0.5395096058464582,12.91,False,0.0
247,The Printing House Limited Branch 055,Other Printing,43.6429,-79.408,0.0,0,0.0,1.2608276071388629,30.0,0,0.0,"[{""name"": NaN, ""amount_kg"": 0.0, ""toxicity_score"": 30.0}]",0.0,0.0,0.0,0.0,-0.9040913639861456,-0.5395096058464582,14.2,False,0.0
252,The Printing House Limited Branch 052,Other Printing,43.7667,-79.4768,0.0,0,0.0,1.1879281163204092,30.0,0,0.0,"[{""name"": NaN, ""amount_kg"": 0.0, ""toxicity_score"": 30.0}]",0.0,0.0,0.0,0.0,-0.9040913639861456,-0.5395096058464582,15.39,False,0.0
253,Atlantic Packaging 120 Tiffield Road,Other Printing,43.8165,-79.2565,279.0,1,64.728,1.0077855536966394,58.0,0,0.0,"[{""name"": ""Volatile Organic Compounds (VOCs) Total"", ""amount_kg"": 279.0, ""toxicity_score"": 58.0}]",5.634789603169249,4.185525014306093,0.6931471805599453,0.0,0.5698317569773934,0.0721270407222891,36.84,False,0.0
255,Atlantic Packaging 80 Progress Avenue,Other Printing,43.7721,-79.2756,1981.0,2,502.312,1.160491053159935,68.0,0,0.0,"[{""name"": ""Volatile Organic Compounds (VOCs) Total"", ""amount_kg"": 913.0, ""toxicity_score"": 58.0}, {""name"": ""Nitrogen Oxides (NOx)"", ""amount_kg"": 1068.0, ""toxicity_score"": 68.0}]",7.591861714889934,6.2212102561366684,1.0986122886681098,0.0,1.0817539471574218,0.3247958412684791,45.99,False,0.0
257,Atlantic Packaging 350 Midwest Road,Corrugated & Solid Fibre Box Mfg.,43.7613,-79.2714,3042.0,3,808.648,1.1481797268358969,70.0,0,0.0,"[{""name"": ""Particulate Matter 2.5 (PM2.5)"", ""amount_kg"": 48.0, ""toxicity_score"": 70.0}, {""name"": ""Volatile Organic Compounds (VOCs) Total"", ""amount_kg"": 479.0, ""toxicity_score"": 58.0}, {""name"": ""Nitrogen Oxides (NOx)"", ""amount_kg"": 2515.0, ""toxicity_score"": 68.0}]",8.02059914989697,6.696599585313255,1.3862943611198906,0.0,,0.3811598122478052,47.82,False,0.0
273,Dufferin Kwik Kopy,Office Supplies & Stationery Stores,43.7821,-79.4701,0.0,0,0.0,1.1500638629100703,30.0,0,0.0,"[{""name"": NaN, ""amount_kg"": 0.0, ""toxicity_score"": 30.0}]",0.0,0.0,0.0,0.0,,-0.5395096058464582,16.0,False,0.0
275,Toronto Research Chemicals,Pharmaceutical & Medicine Mfg.,43.7739,-79.4707,2747.0,6,732.7600000000001,1.164637902604126,100.0,1,0.0,"[{""name"": ""Nitrogen Oxides (NOx)"", ""amount_kg"": 1700.0, ""toxicity_score"": 68.0}, {""name"": ""Mercury and its compounds"", ""amount_kg"": 0.0, ""toxicity_score"": 100.0}, {""name"": ""Chloroform (Trichloromethane)"", ""amount_kg"": 17.0, ""toxicity_score"": 30.0}, {""name"": ""Manganese and its compounds"", ""amount_kg"": 0.0, ""toxicity_score"": 52.0}, {""name"": ""Dichloromethane (Methylene chloride)"", ""amount_kg"": 367.0, ""toxicity_score"": 78.0}, {""name"": ""Volatile Organic Compounds (VOCs) Total"", ""amount_kg"": 663.0, ""toxicity_score"": 58.0}]",7.91862865334224,6.598181999669539,1.9459101490553132,0.0,0.0541245137773558,0.5211107847836776,52.91,False,25.0
277,Polafemet,Other Ornamental & Architec. Metal Prod. Mfg.,43.7567,-79.5613,0.0,3,0.0,1.0,75.0,0,0.0,"[{""name"": ""Nickel and its compounds"", ""amount_kg"": 0.0, ""toxicity_score"": 75.0}, {""name"": ""Chromium, Non-Hexavalent and its compounds"", ""amount_kg"": 0.0, ""toxicity_score"": 52.0}, {""name"": ""Manganese and its compounds"", ""amount_kg"": 0.0, ""toxicity_score"": 52.0}]",0.0,0.0,1.3862943611198906,0.0,-0.5773502690107665,-0.3145096058464582,25.2,False,0.0
281,Pedsco Canada Ltd,All Other General-Purpose Machinery Mfg.,43.7311,-79.2409,0.0,0,0.0,1.0061444077085004,30.0,0,0.0,"[{""name"": NaN, ""amount_kg"": 0.0, ""toxicity_score"": 30.0}]",0.0,0.0,0.0,0.0,0.0,-0.5395096058464582,18.33,False,0.0
285,RPM Canada Company Tremco Canada Division,Paint & Coating Mfg.,43.7133,-79.3473,17410.0,3,4224.224,1.0,70.0,0,0.0,"[{""name"": ""Volatile Organic Compounds (VOCs) Total"", ""amount_kg"": 12987.0, ""toxicity_score"": 58.0}, {""name"": ""Nitrogen Oxides (NOx)"", ""amount_kg"": 3400.0, ""toxicity_score"": 68.0}, {""name"": ""Particulate Matter 2.5 (PM2.5)"", ""amount_kg"": 1023.0, ""toxicity_score"": 70.0}]",9.764857469366598,8.348827556137362,1.3862943611198906,0.0,0.7218324635653057,0.5509665790073942,51.23,False,0.0
293,Top Cleaners,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),43.7793,-79.1382,0.0,0,0.0,1.0654445043392111,30.0,0,0.0,"[{""name"": NaN, ""amount_kg"": 0.0, ""toxicity_score"": 30.0}]",0.0,0.0,0.0,0.0,-0.8452974692787806,-0.5395096058464582,17.37,False,0.0
294,NutriAg Ltd,Support Activities for Crop Production,43.7379,-79.5307,0.0,2,0.0,1.0274030650770491,75.0,0,0.0,"[{""name"": ""Manganese and its compounds"", ""amount_kg"": 0.0, ""toxicity_score"": 52.0}, {""name"": ""Nickel and its compounds"", ""amount_kg"": 0.0, ""toxicity_score"": 75.0}]",0.0,0.0,1.0986122886681098,0.0,,-0.3145096058464582,24.94,False,0.0
295,Global Contract Inc,Institutional Furniture Mfg.,43.7737,-79.4883,3467.0,2,838.984,1.2579153788339588,68.0,0,0.0,"[{""name"": ""Volatile Organic Compounds (VOCs) Total"", ""amount_kg"": 2601.0, ""toxicity_score"": 58.0}, {""name"": ""Nitrogen Oxides (NOx)"", ""amount_kg"": 866.0, ""toxicity_score"": 68.0}]",8.151333337900432,6.733382844036903,1.0986122886681098,0.0,0.4730809151503977,0.3780741868813067,48.96,False,0.0
299,Warren's Waterless Printing Inc,Other Printing,43.7281,-79.5279,1648.0,1,382.336,1.0,58.0,0,0.0,"[{""name"": ""Volatile Organic Compounds (VOCs) Total"", ""amount_kg"": 1648.0, ""toxicity_score"": 58.0}]",7.407924322559599,5.9489118891867285,0.6931471805599453,0.0,1.0336404248330149,0.250341000048641,42.19,False,0.0
302,Mondelez Canada Inc,Non-Chocolate Confectionery Mfg.,43.7344,-79.2836,4499.0,3,1204.152,1.010071618509608,70.0,0,0.0,"[{""name"": ""Particulate Matter 2.5 (PM2.5)"", ""amount_kg"": 168.0, ""toxicity_score"": 70.0}, {""name"": ""Volatile Organic Compounds (VOCs) Total"", ""amount_kg"": 523.0, ""toxicity_score"": 58.0}, {""name"": ""Nitrogen Oxides (NOx)"", ""amount_kg"": 3808.0, ""toxicity_score"": 68.0}]",8.411832675758411,7.094360979048477,1.3862943611198906,0.0,,0.4210613586213061,47.45,False,0.0
303,Apotex Inc 150 Signet Manufacturing Site,Pharmaceutical & Medicine Mfg.,43.7644,-79.5407,86703.0,4,20975.76,1.1138002556755937,78.0,0,0.0,"[{""name"": ""Particulate Matter 2.5 (PM2.5)"", ""amount_kg"": 538.0, ""toxicity_score"": 70.0}, {""name"": ""Dichloromethane (Methylene chloride)"", ""amount_kg"": 239.0, ""toxicity_score"": 78.0}, {""name"": ""Volatile Organic Compounds (VOCs) Total"", ""amount_kg"": 65533.0, ""toxicity_score"": 58.0}, {""name"": ""Nitrogen Oxides (NOx)"", ""amount_kg"": 20393.0, ""toxicity_score"": 68.0}]",11.370255297805896,9.95117043723118,1.6094379124341005,0.0,0.8868777315494536,0.7527069975936608,59.87,False,25.0
305,StampTek,Stamping,43.7735,-79.4882,193.0,2,44.56,1.2574002781492586,58.0,0,0.0,"[{""name"": ""Manganese and its compounds"", ""amount_kg"": 9.0, ""toxicity_score"": 52.0}, {""name"": ""Volatile Organic Compounds (VOCs) Total"", ""amount_kg"": 184.0, ""toxicity_score"": 58.0}]",5.267858159063328,3.8190301385789818,1.0986122886681098,0.0,0.0488770948557919,0.0351420048676038,35.99,False,25.0
311,Lampshades Unlimited,Blind & Shade Mfg.,43.8205,-79.2462,524.0,1,121.56799999999998,1.0,58.0,0,0.0,"[{""name"": ""Volatile Organic Compounds (VOCs) Total"", ""amount_kg"": 524.0, ""toxicity_score"": 58.0}]",6.263398262591624,4.808665978013452,0.6931471805599453,0.0,,0.1351728039265347,38.72,False,0.0
315,Apotex Etobicoke,Pharmaceutical & Medicine Mfg.,43.7504,-79.6244,75507.0,4,18752.92,1.0,78.0,0,0.0,"[{""name"": ""Dichloromethane (Methylene chloride)"", ""amount_kg"": 3361.0, ""toxicity_score"": 78.0}, {""name"": ""Volatile Organic Compounds (VOCs) Total"", ""amount_kg"": 48076.0, ""toxicity_score"": 58.0}, {""name"": ""Nitrogen Oxides (NOx)"", ""amount_kg"": 23618.0, ""toxicity_score"": 68.0}, {""name"": ""Particulate Matter 2.5 (PM2.5)"", ""amount_kg"": 452.0, ""toxicity_score"": 70.0}]",11.231993889888624,9.839158076213833,1.6094379124341005,0.0,0.8535202325506882,0.7405126261854457,56.93,False,25.0
317,CBM Leaside RM Plant,Ready-Mix Concrete Mfg.,43.7092,-79.3545,310.0,2,84.84800000000001,1.0,70.0,0,0.0,"[{""name"": ""Particulate Matter 2.5 (PM2.5)"", ""amount_kg"": 66.0, ""toxicity_score"": 70.0}, {""name"": ""Nitrogen Oxides (NOx)"", ""amount_kg"": 244.0, ""toxicity_score"": 68.0}]",5.739792912179234,4.452578290624826,1.0986122886681098,0.0,-0.4465829494389678,0.1535398800984267,39.28,False,0.0
